"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Regulation"
"Akirin2",1956.90369245211,-0.140552450997472,0.139336932931225,-1.00872358850361,0.313107215781746,0.914227178464144,"Not Significant"
"Akna",132.68066844214,0.708496340677441,0.3283245929753,2.15791431965847,0.0309344939499096,0.260093187615315,"Not Significant"
"Akp3",0.221185207208114,1.87400446046612,4.03223256380345,0.464756045394972,0.642106167915747,1,"Not Significant"
"Akr1a1",13919.3172461498,0.160039393756262,0.140669223726758,1.13770012740761,0.25524572021373,0.853814303402407,"Not Significant"
"Akr1b10",335.920822904144,0.39893826021889,0.263174927149938,1.51586727709666,0.129552916094412,0.642339048049318,"Not Significant"
"Akr1b3",1394.03729212706,-0.440591036981418,0.203737049936225,-2.16254744593256,0.0305760041047561,0.258194093457126,"Not Significant"
"Akr1b7",2.72701323294967,0.725525210818337,2.09726469729336,0.345938789583722,0.72938871644943,1,"Not Significant"
"Akr1b8",1535.15465642547,-0.382224975103302,0.326025110401092,-1.17237894539188,0.241044948777989,0.837681394781419,"Not Significant"
"Akr1c12",565.560344776368,1.64902760914774,0.268243652761059,6.14749908217448,7.87141555706196e-10,1.01705482948707e-07,"Upregulated"
"Akr1c13",1112.00519033449,0.286660171000572,0.289575691443356,0.98993175004348,0.322207479410308,0.923092082140621,"Not Significant"
"Akr1c14",6.58015760301442,4.53599896830334,1.66679404081825,2.72139140002958,0.00650077410828989,0.0842173262075881,"Not Significant"
"Akr1c18",146.544271109186,-0.67545214131103,0.546755164238493,-1.23538319432571,0.216687924353138,0.800676046080911,"Not Significant"
"Akr1c19",572.34386682504,1.15449504761926,0.310474436464341,3.71848665148267,0.000200419880925937,0.00531279448348603,"Upregulated"
"Akr1c21",0.652885718872443,2.80001223106315,3.97329124187253,0.704708530186568,0.480991641747584,1,"Not Significant"
"Akr1cl",0.207974141129615,-0.0478968672872336,4.08045587181216,-0.0117381167183073,0.990634552965219,1,"Not Significant"
"Akr1e1",587.337339332317,-0.173414771608254,0.283596638873846,-0.611483874762689,0.540879290453172,1,"Not Significant"
"Akr7a5",1118.95980617075,0.530116775298181,0.172954985004103,3.06505635142928,0.00217628988293168,0.0362480525938488,"Upregulated"
"Akt1",13389.315208038,-0.145451449947585,0.169792081047121,-0.856644485717909,0.39164139237622,0.977680649268575,"Not Significant"
"Akt1s1",2966.28557260654,-0.114742003499454,0.169912953356682,-0.675298741106497,0.499485983589229,1,"Not Significant"
"Akt2",3808.63304314899,0.129893010929076,0.136480542977513,0.951732811837339,0.341232504283412,0.942923188779995,"Not Significant"
"Akt3",30.9119104189254,-0.458611000041391,0.48169373687892,-0.952080056122192,0.341056382758266,0.942769830142096,"Not Significant"
"Aktip",1244.66389177422,-0.0626706223678182,0.202500775045089,-0.309483370391367,0.75695386018613,1,"Not Significant"
"Alad",3300.19213871336,0.0681833398423898,0.18932493145915,0.360139255389624,0.718742998040562,1,"Not Significant"
"Alas1",1511.57149551932,0.0760681735299155,0.0994468301411293,0.764913003480995,0.44432335018721,1,"Not Significant"
"Alas2",1.39155908754141,1.42102179756367,2.13588121387172,0.665309375977785,0.505852634885567,1,"Not Significant"
"Alb",13.326340007797,3.88584600631079,1.41321675992161,2.74964613816662,0.00596596533175683,0.078906347588526,"Not Significant"
"Alcam",1618.0056614574,0.447511021045832,0.213902385410885,2.09212730464042,0.0364271292210136,0.289292728350834,"Not Significant"
"Aldh16a1",1334.82322336105,0.112856441249319,0.183756792666388,0.614162010621351,0.539108274337414,1,"Not Significant"
"Aldh18a1",6020.70113572671,-0.233515857881125,0.21860578132286,-1.06820531674889,0.285427907002369,0.887032358544825,"Not Significant"
"Aldh1a1",1531.39640584435,0.208005013236249,1.01474491071866,0.204982563636545,0.837585747974331,1,"Not Significant"
"Aldh1a3",47.9624251820393,0.801330026650636,0.408103947192008,1.96354392591459,0.0495830056879883,0.357381088303139,"Not Significant"
"Aldh1a7",73.425556768056,2.83375541528569,0.512674040485837,5.52740180212806,3.25008032025961e-08,2.82867888577596e-06,"Upregulated"
"Aldh1b1",216.01336733283,2.51844720816108,0.455558614066524,5.52826163395369,3.23419476710029e-08,2.82867888577596e-06,"Upregulated"
"Aldh1l1",360.136852176991,1.12929563462116,0.489645355536814,2.30635422525979,0.0210908475098337,0.200408801554938,"Not Significant"
"Aldh1l2",1197.42953904007,-0.142451577018097,0.987803056309882,-0.144210504420032,0.885334246324952,1,"Not Significant"
"Aldh2",2512.65951046787,-0.296666628903918,0.389176349880736,-0.762293569470069,0.445884811008005,1,"Not Significant"
"Aldh3a1",398.640664507701,-0.17951536890837,0.895907184972002,-0.200372730478749,0.841189084932556,1,"Not Significant"
"Aldh3a2",1750.19190878905,0.0724389909805596,0.164209430630575,0.441137824437908,0.659113221914263,1,"Not Significant"
"Aldh3b1",171.448974978002,-0.132221956385514,0.282134572965525,-0.468648542416212,0.639320873737175,1,"Not Significant"
"Aldh3b2",256.833679637068,-0.00615642773538462,0.404851247562372,-0.0152066413836014,0.987867323217451,1,"Not Significant"
"Aldh3b3",0.816215712903132,-1.94964425461054,3.51876383915216,-0.554070788416508,0.579530400866228,1,"Not Significant"
"Aldh4a1",1024.146958188,0.477203871808407,0.163991557487325,2.9099295056411,0.00361510285594158,0.0535450821993308,"Not Significant"
"Aldh5a1",1854.81495035115,0.484642631191355,0.175182046349032,2.76650856233152,0.00566600969390621,0.0756705959273053,"Not Significant"
"Aldh6a1",204.926080635921,0.136377057355688,0.313684510519333,0.434758659679764,0.663737614912681,1,"Not Significant"
"Aldh7a1",1270.11012929008,0.238432134077847,0.388706660589353,0.613398632573824,0.539612789994587,1,"Not Significant"
"Aldh8a1",1.17575452739,-0.982561386127055,3.03370884672429,-0.323881241005707,0.746027946649105,1,"Not Significant"
"Aldh9a1",2605.70037195914,-0.022033906944814,0.17489688987855,-0.125982268524698,0.89974596040188,1,"Not Significant"
"Aldoa",55705.1260855766,0.0238947789710532,0.251778173282433,0.0949040921996412,0.924391006088068,1,"Not Significant"
"Aldoart1",4.31707218125763,-1.13381930404732,1.13378725777929,-1.00002826479819,0.317296829548833,0.919090945258203,"Not Significant"
"Aldoart2",0.552240591978829,1.7793788733948,3.85103893347424,0.462051644798491,0.644044285419387,1,"Not Significant"
"Aldob",1.2742731413806,-0.565153608498722,2.08270878616359,-0.271355079621933,0.786117947542316,1,"Not Significant"
"Aldoc",1309.15790221826,-0.0279845129411831,0.775568982824768,-0.0360825581745911,0.971216529831687,1,"Not Significant"
"Alg1",756.198939416431,-0.000413746428853159,0.150317624215704,-0.00275248116122058,0.997803840550635,1,"Not Significant"
"Alg10b",3332.14385679623,-0.0966797050350408,0.159828121275133,-0.60489796328528,0.545246796530183,1,"Not Significant"
"Alg11",845.539373157169,0.0192635879119426,0.158056449216607,0.121877898734414,0.902995719376921,1,"Not Significant"
"Alg12",305.347563306532,0.0390516207417154,0.191074026998829,0.204379534754635,0.83805692155355,1,"Not Significant"
"Alg13",447.381896273572,-0.0605941290834319,0.208756530056453,-0.290262197149213,0.771615656770519,1,"Not Significant"
"Alg14",334.677274150401,0.156659298741907,0.226691179391958,0.691069229786999,0.489522036065904,1,"Not Significant"
"Alg2",1184.66692853186,0.201376660605119,0.141884848510098,1.41929644158436,0.155812609123547,0.702552298253259,"Not Significant"
"Alg3",841.11933938091,-0.00206712451624766,0.137853513243963,-0.0149950804125638,0.988036105204314,1,"Not Significant"
"Alg5",1346.83221174172,-0.128587117130847,0.171583827607418,-0.749412802615948,0.453608436843955,1,"Not Significant"
"Alg6",596.298864191124,0.0324826229814587,0.200306692026372,0.162164442200374,0.871176360139396,1,"Not Significant"
"Alg8",851.577800975758,0.0152178390947883,0.33584844493637,0.0453116258962329,0.963858920832094,1,"Not Significant"
"Alg9",1637.08795274627,-0.0900398248910814,0.121731510311591,-0.739659145447305,0.45950684364874,1,"Not Significant"
"Alkbh1",374.623824113875,0.100265559882577,0.195940589426584,0.511714087295552,0.608851125399489,1,"Not Significant"
"Alkbh2",248.336997072899,-0.0771210071760858,0.256586075143206,-0.300565832082053,0.763745589351884,1,"Not Significant"
"Alkbh3",498.328214994012,-0.209263911458712,0.199678468726961,-1.04800438821904,0.294636585102765,0.897167045323214,"Not Significant"
"Alkbh4",167.299741003008,-0.0812588991070783,0.257438991822342,-0.315643324004138,0.752273249710695,1,"Not Significant"
"Alkbh5",8765.6283371685,-0.0448576393001715,0.222378515759299,-0.201717504710415,0.840137577119144,1,"Not Significant"
"Alkbh6",396.618266310172,0.326761617201185,0.234249893945861,1.3949274925892,0.163037705619239,0.717161997134164,"Not Significant"
"Alkbh7",265.171163356194,-0.0787738078130808,0.210671440106551,-0.373917830405676,0.708465450375234,1,"Not Significant"
"Alkbh8",303.744301713329,0.0612364858784683,0.206711553479121,0.296241234937328,0.767045860375273,1,"Not Significant"
"Alms1",452.349565485752,0.123134642319878,0.202286710639663,0.608713453941224,0.542714387719427,1,"Not Significant"
"Alms1-ps2",0.907912609147292,1.71212736089751,3.28827940541302,0.520675754645143,0.602592667002797,1,"Not Significant"
"Alox12",185.613562702422,2.22880177287627,0.457187522390796,4.87502756247824,1.08793264014024e-06,6.16917660858814e-05,"Upregulated"
"Alox12b",14.5933467789893,-0.936187343661798,2.02023576665615,-0.463404994166277,0.643074099569923,1,"Not Significant"
"Alox12e",29.0999453435805,5.47883750590415,1.06375197706185,5.15048396999179,2.59815138943318e-07,1.81373739624097e-05,"Upregulated"
"Alox15",39.0509311594457,1.28009539251019,0.543101097013104,2.35701124440798,0.0184226890052413,0.181860482675965,"Not Significant"
"Alox5",6.54571809923476,0.913881486221865,2.04200142849502,0.447542040602492,0.654483740588206,1,"Not Significant"
"Alox5ap",2.17547798846445,-1.10677191828336,1.9149150728651,-0.57797441461851,0.563281393106652,1,"Not Significant"
"Alox8",0.528931919670531,1.87197776552463,3.97176651172486,0.47132120178728,0.637411377377398,1,"Not Significant"
"Aloxe3",4.41336476601316,0.0131374076348351,1.38148317160835,0.00950964000490884,0.992412519421554,1,"Not Significant"
"Alpi",0.573939214486162,1.87398402650755,4.03223256863048,0.464750977184839,0.64210979779164,1,"Not Significant"
"Alpk1",158.034798170255,0.949716097740355,0.359459107981692,2.64206992298197,0.00824010422580609,0.101174628780897,"Not Significant"
"Alpk2",1.18775515777384,3.59963833139355,2.63877606428559,1.36413179584002,0.172526089260086,0.736778487939369,"Not Significant"
"Alpk3",2.08877781380616,-2.93103465640016,2.92029394743011,-1.00367795474134,0.31553386633146,0.916727641495581,"Not Significant"
"Alpl",32.3599835362273,-2.06991797769,0.751881135286093,-2.75298565231643,0.00590544842758898,0.0783310123756352,"Not Significant"
"Alppl2",1.86908332118429,0.281374822441998,2.20337016595918,0.127702020654123,0.898384790936955,1,"Not Significant"
"Als2",657.005215463992,0.130348045450931,0.242538407060912,0.537432594822784,0.59096883345737,1,"Not Significant"
"Als2cl",3560.2949493673,-0.457110180451949,0.177205821283455,-2.5795438160057,0.0098930907221479,0.116184139164528,"Not Significant"
"Als2cr12",6.44063448536966,-2.72383651540318,1.0966508403975,-2.48377734741524,0.0129997059974957,0.141831163442167,"Not Significant"
"Alx4",0.0981239524235831,0.913867797977818,4.08045587181216,0.223962181355967,0.822786730659796,1,"Not Significant"
"Alyref",4439.71032645867,-0.168599492624706,0.20383295404427,-0.827145411374883,0.408154647853155,0.98875787912111,"Not Significant"
"Alyref2",171.45883744537,0.358658209702532,0.356402971030221,1.00632777741945,0.314257922718196,0.915156223013462,"Not Significant"
"Amacr",213.073120716377,0.191655695412674,0.2850741225493,0.672301272731375,0.501391919683083,1,"Not Significant"
"Ambn",3.9586455387573,-4.21756905259056,1.99562576155344,-2.11340679893184,0.0345659645394525,0.278979654841219,"Not Significant"
"Ambp",1.14196004121138,0.551796745154452,2.29402447618106,0.240536555247679,0.809914327947319,1,"Not Significant"
"Ambra1",1501.40131096972,0.0665381302958023,0.186468048300005,0.356833950386772,0.721216118464268,1,"Not Significant"
"Amd1",1113.42688986235,-1.13138007383354,1.75394549480344,-0.645048593120807,0.518895695948432,1,"Not Significant"
"Amd2",7487.18253568036,-0.11960646042199,0.210088226647503,-0.569315388732716,0.56914212531849,1,"Not Significant"
"Amdhd1",2.72127451183184,2.62552859400408,2.12190285728905,1.23734627388101,0.215958555500149,0.799355043016037,"Not Significant"
"Amdhd2",995.227071053095,-0.36050669487582,0.235580177008783,-1.53029299601205,0.125944221174697,0.630692953250367,"Not Significant"
"Amer1",775.722447379573,0.436319281713659,0.22251722058914,1.96083377528469,0.0498984166633742,0.3591888671159,"Not Significant"
"Amer2",6.49638306013506,3.42274155429917,1.21682404235205,2.81284839481246,0.00491047967022685,0.0679632107280528,"Not Significant"
"Amfr",4581.26395094234,-0.0444962763371769,0.152722055194491,-0.291354619871446,0.77078011776994,1,"Not Significant"
"Amh",4.60860790662449,0.352144417859924,1.09325308810049,0.322106950067501,0.747371673262392,1,"Not Significant"
"Amhr2",2.72502662237387,-0.944950528688797,1.95662201841648,-0.482949961614742,0.629131265838901,1,"Not Significant"
"Amica1",471.069958823018,2.90063525539585,0.390263743450336,7.43249995439295,1.06564139032622e-13,3.21933938643035e-11,"Upregulated"
"Amigo1",262.144877914869,0.275752986369877,0.209131989903807,1.31855956851323,0.187316398058707,0.757129856236371,"Not Significant"
"Amigo2",1.07374027629428,1.61597041187835,2.39554391700833,0.674573486382356,0.499946782706344,1,"Not Significant"
"Amigo3",58.6116067442016,0.333873438662772,0.392784236055623,0.850017409088414,0.395315407390077,0.980177748012645,"Not Significant"
"Ammecr1",517.454661976513,0.0898070124894957,0.162430385227482,0.552895398011412,0.580335038853676,1,"Not Significant"
"Ammecr1l",1752.69130784249,0.18566977351838,0.134153751035823,1.38400732059144,0.166356213190876,0.722581449561361,"Not Significant"
"Amn",20.6024839078227,1.19243561792659,0.886235880905253,1.3455059128373,0.178461913126993,0.744728918194665,"Not Significant"
"Amn1",76.814338650877,0.112385205549509,0.459027059084985,0.244833508886242,0.806585347029657,1,"Not Significant"
"Amot",972.128545159557,0.889134485365009,0.254562710095072,3.49279156021297,0.000477999462523055,0.0109340817001684,"Upregulated"
"Amotl1",1456.31542671302,0.16327634475147,0.575591204788845,0.283667198860982,0.776665434063959,1,"Not Significant"
"Amotl2",2572.50389010944,0.483160754694039,0.274418304552305,1.76067247220364,0.0782938545378752,0.47485805441767,"Not Significant"
"Ampd1",1.51967533539056,0.138614204418111,2.13888824353944,0.0648066605802329,0.948327938224949,1,"Not Significant"
"Ampd2",2157.27732961672,-0.132128648105548,0.246541257277731,-0.535929156703798,0.592007512717304,1,"Not Significant"
"Ampd3",493.173517878067,0.8190591949913,0.273548431629964,2.99420175839013,0.00275163922130756,0.0432027082757626,"Upregulated"
"Amph",12.3390283620366,-3.96076578479149,1.50436325979381,-2.63285197840737,0.00846712396307672,0.103100032022954,"Not Significant"
"Amt",23.0130523367572,0.394531627501824,0.538483221033552,0.732672090960549,0.4637584500349,1,"Not Significant"
"Amy1",2.94256124558293,0.98958612385791,1.39605798598912,0.708843138171497,0.478421824540216,1,"Not Significant"
"Amz1",40.5872448331923,-0.160800280569814,0.809417503813341,-0.198661728727449,0.842527363298335,1,"Not Significant"
"Amz2",1113.9331815032,0.13287348716603,0.135556121400611,0.980210157926748,0.326982391396398,0.927535286068915,"Not Significant"
"Anapc1",7009.73430049065,-0.0768782768874026,0.151816075177286,-0.506390886456698,0.612582271079437,1,"Not Significant"
"Anapc10",244.727637925966,-0.260373070390332,0.23380564535571,-1.11363038302263,0.265437786410143,0.868534247148184,"Not Significant"
"Anapc11",1734.77130645531,-0.161271748503756,0.191068305807973,-0.8440528523126,0.398639872263661,0.982276450823212,"Not Significant"
"Anapc13",597.442610285584,0.0447648044292859,0.251806026705667,0.177774952470105,0.858899719021618,1,"Not Significant"
"Anapc15",608.385399439518,-0.0792494067624028,0.175514570336638,-0.451526084759813,0.651610429350124,1,"Not Significant"
"Anapc16",1118.29159275897,0.188392803056098,0.189802828178098,0.992571105838965,0.320919011538642,0.921830474352789,"Not Significant"
"Anapc2",3123.52718583867,-0.179926322905997,0.165467583805154,-1.08738109766484,0.276868421383639,0.880023662163617,"Not Significant"
"Anapc4",2124.99556348028,0.14398722825036,0.179073117155544,0.804069480318988,0.42135684934099,0.994479352660672,"Not Significant"
"Anapc5",8752.56823951273,0.15058061708428,0.175020319022289,0.860360773683105,0.389590201735915,0.976821226821413,"Not Significant"
"Anapc7",2192.41465385973,-0.00616954974593946,0.131730379464644,-0.0468346767921924,0.962644991263644,1,"Not Significant"
"Ang",146.623828756068,0.0956949861241063,0.340328803615977,0.281183917162908,0.778569339489701,1,"Not Significant"
"Ang4",4.90808670410654,4.46264393733201,2.06986069777108,2.15601172684595,0.0310827494784902,0.260714186865536,"Not Significant"
"Angel1",311.270306424313,0.133453572813729,0.182430848169793,0.731529640697174,0.464455706551017,1,"Not Significant"
"Angel2",1038.66458291331,-0.075871766687123,0.17301675773472,-0.438522647635406,0.661007456426091,1,"Not Significant"
"Angpt1",0.533754240710789,0.695324998439808,3.95572226815646,0.175777001342377,0.860469138563659,1,"Not Significant"
"Angpt2",25.1952140647289,-0.647200640805986,0.603549162391388,-1.07232464417918,0.283574241389653,0.88644031912534,"Not Significant"
"Angptl1",0.533140746966405,0.59055970961118,3.9524705156782,0.149415335868697,0.881225911291327,1,"Not Significant"
"Angptl2",362.104336739647,0.184814287306881,0.345682057647808,0.534636621190146,0.592901155206362,1,"Not Significant"
"Angptl4",29.638951852963,-1.18377149395916,1.06002743990062,-1.11673665171359,0.264106941735109,0.867279447662597,"Not Significant"
"Angptl6",67.0595865534323,-0.725116603996393,0.624038624623558,-1.16197391537072,0.24524606063018,0.841268886915039,"Not Significant"
"Angptl7",0.117726303408582,0,4.08045587181216,0,1,1,"Not Significant"
"Ank",3618.81055504788,-0.111694183790339,0.120171936245877,-0.929453142552416,0.352654297998325,0.952426873144997,"Not Significant"
"Ank1",14.71459883884,-1.76440902027794,0.737230068563783,-2.39329497739455,0.0166978105646688,0.169802524794874,"Not Significant"
"Ank2",10.5015810913302,0.568514757374871,0.791970842370736,0.717848091064871,0.472850957232036,1,"Not Significant"
"Ank3",1102.23227193958,0.357146255476386,0.245197960033111,1.4565629152386,0.145237070751657,0.679349693996406,"Not Significant"
"Ankar",0.111194753476179,-1.00967754678275,4.08045587181216,-0.247442339410559,0.804565910578235,1,"Not Significant"
"Ankdd1b",103.503434961763,-1.20308777959609,0.405875554661926,-2.96417896021898,0.00303491732435282,0.0468527060416829,"Downregulated"
"Ankef1",1.32651531518554,0.469894590485553,3.57271114524151,0.131523252617667,0.895361393417297,1,"Not Significant"
"Ankfn1",0.450589617174473,1.87398915688213,4.03223256864349,0.46475224952428,0.642108886535354,1,"Not Significant"
"Ankfy1",3275.85168071394,0.120975852129121,0.14768411487467,0.819152772332926,0.412699256300768,0.989800194495135,"Not Significant"
"Ankhd1",1649.29139520479,0.0715399852380703,0.250829522882536,0.285213576200807,0.775480519843637,1,"Not Significant"
"Ankib1",2119.31839696077,-0.0612589631472342,0.200682268029123,-0.305253492243491,0.760173094311498,1,"Not Significant"
"Ankle1",505.522293109731,-0.031711678843383,0.17666028803399,-0.179506550092806,0.857539974634966,1,"Not Significant"
"Ankle2",1633.9053981655,-0.0246371272156435,0.174362380543911,-0.1412984104644,0.887634205282998,1,"Not Significant"
"Ankmy1",2.32694697184947,1.01901014035358,1.66238156211822,0.612982099642122,0.539888175776106,1,"Not Significant"
"Ankmy2",785.690115210422,0.0196777971619796,0.176036017816238,0.111782789715915,0.910995633806483,1,"Not Significant"
"Ankra2",448.224289180031,0.0713210766654603,0.194741027534178,0.366235495255067,0.714189357945884,1,"Not Significant"
"Ankrd1",265.802933032073,1.17391269969919,0.440926948918721,2.66237457832404,0.00775914796404773,0.0968346087080088,"Not Significant"
"Ankrd10",1412.88124227715,0.180127827889382,0.150460474335959,1.19717705719297,0.2312375503003,0.823365932482152,"Not Significant"
"Ankrd11",6739.54221903435,-0.127004406752619,0.170211275523603,-0.74615742324901,0.45557232445347,1,"Not Significant"
"Ankrd12",244.062550222526,-0.201147357655962,0.293760764088783,-0.684731871119349,0.493513133542446,1,"Not Significant"
"Ankrd13a",4776.54137290797,-0.0828392765158634,0.187437731196923,-0.441956248546522,0.658520866151735,1,"Not Significant"
"Ankrd13b",1149.84281850441,-0.0397877684292872,0.15952542623811,-0.249413334084433,0.803041071889839,1,"Not Significant"
"Ankrd13c",1677.37164615976,-0.0479373837749968,0.157966488770147,-0.30346552707612,0.761535114957438,1,"Not Significant"
"Ankrd13d",43.6028526400698,-0.175593963720752,0.509147383849468,-0.34487845620094,0.730185747547893,1,"Not Significant"
"Ankrd16",193.305507142323,-0.00713538558926424,0.247525881628627,-0.0288268262789979,0.977002705490441,1,"Not Significant"
"Ankrd17",4502.96780874921,0.00703876232773702,0.211530192200942,0.0332754499700476,0.973454931001427,1,"Not Significant"
"Ankrd22",138.261764106397,-0.649207976116449,0.337464207929532,-1.92378320681645,0.0543817632403059,0.379632372707825,"Not Significant"
"Ankrd23",48.0649753995698,0.419894593972073,0.381457176351138,1.10076469916915,0.270999079259904,0.87635072386642,"Not Significant"
"Ankrd24",67.16880526569,-0.316036797983384,0.385574767216564,-0.819651141242542,0.412415010475496,0.989800194495135,"Not Significant"
"Ankrd26",540.232003197258,-0.211595207907482,0.228954043545509,-0.924182008890458,0.355391561037366,0.953736363479177,"Not Significant"
"Ankrd27",1614.81847294498,-0.18335264569753,0.159676645010875,-1.14827466274133,0.250855195405437,0.849204933132548,"Not Significant"
"Ankrd28",2814.47372213342,-0.216343283056738,0.174393851147177,-1.24054421433792,0.214774171022189,0.797752787540599,"Not Significant"
"Ankrd29",52.6194149538348,0.0982642753381146,0.477475846274467,0.205799468402072,0.836947556466067,1,"Not Significant"
"Ankrd32",806.14120093897,-0.0253955446679118,0.162793714944712,-0.155998311584306,0.876034352089352,1,"Not Significant"
"Ankrd33b",1.14638060527457,0.88092460417254,2.53093428350524,0.348063009740615,0.727792863401068,1,"Not Significant"
"Ankrd34a",2.01495958784158,1.74558613469167,1.63855119045863,1.0653229174995,0.286729825409347,0.888791703829755,"Not Significant"
"Ankrd34b",4.53501152316688,-0.901199933245773,1.17511329506842,-0.766904720615299,0.443138166782197,1,"Not Significant"
"Ankrd35",86.8857235486801,-1.70027641806238,0.423382691234275,-4.01593275602651,5.92111382285056e-05,0.00192129178525903,"Downregulated"
"Ankrd36",0.201976429898619,-1.81438219990945,4.04627121368747,-0.448408449184491,0.653858445103634,1,"Not Significant"
"Ankrd37",345.786750132069,0.695121034792599,0.556885792874789,1.24822906902366,0.211947181399162,0.795233086183323,"Not Significant"
"Ankrd39",160.444675984895,-0.126497544620145,0.221326620539616,-0.571542385239208,0.567632037556044,1,"Not Significant"
"Ankrd40",2213.25125667201,0.181136542055461,0.129476232298529,1.3989945400776,0.161814620361886,0.716086222370312,"Not Significant"
"Ankrd42",49.5248568820733,-0.222898458040655,0.45723894924451,-0.48748790628827,0.625912611133628,1,"Not Significant"
"Ankrd44",91.7420039031396,0.162376667339447,0.377022340360086,0.430681818972225,0.666699740261163,1,"Not Significant"
"Ankrd45",0.117726303408582,0,4.08045587181216,0,1,1,"Not Significant"
"Ankrd46",1008.16735633538,0.163934642851856,0.130362010764188,1.25753386198067,0.208560385342778,0.790823430421156,"Not Significant"
"Ankrd49",521.564129558198,-0.127783778704027,0.175766961479297,-0.727006814184919,0.467221781439474,1,"Not Significant"
"Ankrd50",710.642822683761,0.154494313455949,0.175620722653945,0.8797043487879,0.379019492911038,0.969090844124792,"Not Significant"
"Ankrd52",4211.66097089482,-0.0694063753419914,0.229191476064446,-0.302831399028449,0.762018353321259,1,"Not Significant"
"Ankrd53",1.10507720860691,-3.71361032116921,3.11883505202954,-1.1907043044013,0.23376968753681,0.826519758097357,"Not Significant"
"Ankrd54",882.002167548858,-0.122315241208444,0.143774187855242,-0.850745485216,0.394910750326422,0.979801444727942,"Not Significant"
"Ankrd55",0.20871655602764,1.80048185431372,4.03868453211067,0.445808985574013,0.655735230540989,1,"Not Significant"
"Ankrd6",4.21216389979721,1.33153459334118,1.22916250615469,1.08328604775519,0.278681476251423,0.881592817658347,"Not Significant"
"Ankrd60",0.114215149854036,-1.00967754678275,4.08045587181216,-0.247442339410559,0.804565910578235,1,"Not Significant"
"Ankrd61",2.53885938930365,-2.80272511569987,2.06576856535859,-1.35674690897107,0.174861641951298,0.739309017116657,"Not Significant"
"Ankrd63",3.22327407706989,-0.787287213446028,1.93013238678254,-0.40789285690315,0.683352337185653,1,"Not Significant"
"Ankrd7",0.34443580447765,-1.9518104375691,4.0337973263544,-0.483864279649636,0.628482192399,1,"Not Significant"
"Ankrd9",556.55449809432,-0.401479379791126,0.169701905542978,-2.36579181893423,0.017991558055592,0.178914915011398,"Not Significant"
"Anks1",1599.55243987496,-0.0508596237650868,0.126982246617817,-0.400525468085005,0.688769529057746,1,"Not Significant"
"Anks1b",1.37104186349938,-1.82792091982109,2.9124032290357,-0.627633186777613,0.530244263166087,1,"Not Significant"
"Anks3",368.870615628331,0.0565663985128003,0.177926209381894,0.317920550936869,0.750545203348214,1,"Not Significant"
"Anks4b",126.581928504669,1.6325511233678,0.536527818830333,3.04280797019411,0.00234381848206651,0.038417574782759,"Upregulated"
"Anks6",5.55166343042768,4.12640714779495,1.52409660292804,2.70744461989316,0.00678033821743551,0.086909353508343,"Not Significant"
"Ankzf1",706.709298363851,-0.0403234421103646,0.228283449367121,-0.1766376065464,0.859793052772609,1,"Not Significant"
"Anln",4665.86820397884,-0.249570377354259,0.119763905869002,-2.08385302352479,0.0371735385073437,0.292218367754902,"Not Significant"
"Ano1",3276.67880700906,-1.18181103902452,0.391875048709884,-3.01578537065638,0.00256314620494515,0.0409402441231075,"Downregulated"
"Ano10",726.064676549194,-0.170219799558392,0.257224154145039,-0.661756669486069,0.508127179861712,1,"Not Significant"
"Ano3",31.1088052965577,-2.39512014530077,4.00058709492298,-0.598692164042709,0.549378183551422,1,"Not Significant"
"Ano6",2876.52756388863,-0.440833899932355,0.189708380193528,-2.3237449999976,0.0201391650917342,0.194102558161367,"Not Significant"
"Ano7",5.79634466106307,1.84313125254049,1.17654250621567,1.56656580004822,0.117216217061813,0.603722091521778,"Not Significant"
"Ano8",465.743815634395,0.992991413627537,0.314863576616225,3.15371953878887,0.00161203926805224,0.0285828341793971,"Upregulated"
"Ano9",1257.64072639842,0.131906609801845,0.167498425609149,0.78750955014732,0.430983640074194,0.997840998419387,"Not Significant"
"Anp32a",7762.56653878623,-0.0460408903203097,0.135682078468411,-0.339329193951203,0.734361752313663,1,"Not Significant"
"Anp32b",14397.0406726759,-0.145467312143882,0.162306052723115,-0.896253156941973,0.370117571115038,0.962195857726662,"Not Significant"
"Anp32e",8958.1091929037,-0.200745602007625,0.107657436721205,-1.8646700880264,0.0622276619884178,0.411609321767103,"Not Significant"
"Anpep",19.2133770173578,4.29900206431467,0.90093550796245,4.77170899173156,1.8266930357309e-06,9.97112628413607e-05,"Upregulated"
"Antxr1",8.2360348936699,-0.391126639350355,1.13650668432637,-0.344148120503298,0.730734895672456,1,"Not Significant"
"Antxr2",1631.87840160617,-0.849985487561591,0.222810164007057,-3.81484162246148,0.000136270302079508,0.00386363791753584,"Downregulated"
"Anxa1",29707.244418495,-0.613622312677138,0.180292074507069,-3.40349022193474,0.000665307946213273,0.014096161830168,"Downregulated"
"Anxa10",0.228430299708073,-1.9685984856547,4.03235084085849,-0.488201191649184,0.625407340575108,1,"Not Significant"
"Anxa11",8979.58752448965,-0.290542436076314,0.163237681712962,-1.77987357470076,0.0750966532273162,0.462510916642895,"Not Significant"
